Language_ID,Family,Latitude,Longitude,abs_latitude,n_total,n_v_final,n_v_initial,n_concepts,mean_final_cluster,dataset,is_unknown_or_isolate,passes_concept_threshold,has_family,has_abs_latitude,in_primary_sample,Macroarea,_macroarea_merge,macroarea_id_matched,has_macroarea,in_macroarea_sample,macroarea_exclusion_reason
AKAN_ASANTE,Atlantic-Congo,6.4,-1.2,6.4,69,64,41,52,0.07246376811594203,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKARA,Pama-Nyungan,-24.0,136.0,24.0,26,26,17,26,0.0,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
AKAR_BALE,Great Andamanese,12.67,92.83,12.67,36,17,5,36,0.5277777777777778,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKASELEM,Atlantic-Congo,8.83,1.33,8.83,30,29,5,28,0.03333333333333333,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKAWAIO,Cariban,6.0,-59.5,6.0,29,23,13,28,0.20689655172413793,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AKAWAIO_2,Cariban,6.0,-59.5,6.0,32,22,19,32,0.3125,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AKA_BEA,Great Andamanese,11.67,92.5,11.67,45,23,27,36,0.5111111111111111,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKA_BO,Great Andamanese,13.25,93.0,13.25,36,25,17,35,0.3055555555555556,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKA_CARI,Great Andamanese,13.5,93.0,13.5,36,25,18,36,0.3333333333333333,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKA_KEDE,Great Andamanese,12.75,92.75,12.75,37,27,14,37,0.2972972972972973,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKA_KOL,Great Andamanese,12.25,92.9,12.25,35,19,4,35,0.45714285714285713,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKA_KORA,Great Andamanese,12.09,92.75,12.09,37,26,19,37,0.2972972972972973,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKE,Atlantic-Congo,8.58,8.75,8.58,40,38,21,39,0.05,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKEBU,Atlantic-Congo,7.78,0.92,7.78,29,26,0,22,0.10344827586206896,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKEI,Austronesian,-15.58,166.78,15.58,38,38,10,38,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKEI_PENANTSIRO,Austronesian,-15.6,166.8,15.6,38,38,9,38,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKEI_TASIRIKI,Austronesian,-15.65,166.82,15.65,34,34,8,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKHA,Sino-Tibetan,21.83,99.83,21.83,38,27,8,38,0.6578947368421053,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKHVAKH,Nakh-Daghestanian,42.33,46.33,42.33,51,51,10,39,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKITA,Ijoid,5.25,6.42,5.25,42,42,20,37,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKKADIAN,Afro-Asiatic,33.1,44.1,33.1,44,42,17,39,0.045454545454545456,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKKADIAN_2,Afro-Asiatic,33.1,44.1,33.1,39,39,15,37,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKKADIAN_3,Afro-Asiatic,33.1,44.1,33.1,54,54,19,38,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKKALA_SAMI,Uralic,67.86,32.4,67.86,29,5,3,28,1.4482758620689655,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKKIN_CHECHEN,Nakh-Daghestanian,43.25,46.58,43.25,44,20,1,40,0.6590909090909091,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AKLANON,Austronesian,11.58,122.33,11.58,34,5,10,34,0.8529411764705882,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKOLET,Austronesian,-6.23,150.18,6.23,35,19,9,33,0.5142857142857142,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKOYE,Angan,-7.67,145.67,7.67,92,52,33,87,0.5652173913043478,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKPAFU,Atlantic-Congo,7.25,0.42,7.25,31,27,0,31,0.12903225806451613,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKPOSO,Atlantic-Congo,7.53,0.65,7.53,90,89,63,62,0.011111111111111112,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKUKRAY,Ramu,-4.83,144.83,4.83,99,53,49,94,0.5858585858585859,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AKUM,Atlantic-Congo,6.77,10.0,6.77,35,27,31,33,0.22857142857142856,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKUNNU,Atlantic-Congo,7.58,5.92,7.58,38,32,32,38,0.15789473684210525,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AKUNTSU,Tupian,-13.1,-61.1,13.1,23,9,10,22,0.6086956521739131,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AKWA,Atlantic-Congo,-0.25,15.85,0.25,29,29,0,27,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALAABA,Afro-Asiatic,7.42,38.17,7.42,110,84,1,96,0.23636363636363636,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALABAMA,Muskogean,32.33,-87.41,32.33,96,96,35,96,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ALACATLATZALA_MIXTEC,Otomanguean,17.25,-98.58,17.25,6,6,0,6,0.0,ASJP,False,False,True,True,False,North America,both,True,True,False,fewer_than_20_concepts
ALAGO,Atlantic-Congo,8.35,8.52,8.35,5,5,5,5,0.0,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
ALAGWA,Afro-Asiatic,-5.5,35.75,5.5,43,33,13,39,0.23255813953488372,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALAK,Austroasiatic,16.25,106.25,16.25,16,3,0,16,0.8125,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
ALAMBLAK,Sepik,-4.67,143.33,4.67,76,9,0,75,1.1710526315789473,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALAMBLAK_2,Sepik,-4.67,143.33,4.67,75,26,5,70,0.7333333333333333,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALANGAN,Austronesian,13.1,121.02,13.1,35,14,7,31,0.6,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALATIL_SUMAMBUM,Nuclear Torricelli,-3.42,142.5,3.42,80,9,29,80,0.8875,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALATIL_YINUNGEN,Nuclear Torricelli,-3.42,142.5,3.42,97,13,37,95,0.9175257731958762,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALAWA,Mangarrayi-Maran,-15.17,134.25,15.17,27,19,2,27,0.37037037037037035,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
ALAWA_2,Mangarrayi-Maran,-15.17,134.25,15.17,111,70,8,94,0.3783783783783784,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
ALBANIAN,Indo-European,41.0,20.0,41.0,91,44,15,40,0.6703296703296703,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALBANIAN_ARBERESHE,Indo-European,38.91,16.71,38.91,42,19,8,40,0.5952380952380952,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALBANIAN_ARVANITIKA,Indo-European,38.28,23.37,38.28,36,20,5,34,0.5,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALBANIAN_GHEG,Indo-European,41.33,20.83,41.33,40,21,5,40,0.65,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALBANIAN_TOSK,Indo-European,41.0,20.0,41.0,43,23,6,40,0.5581395348837209,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALEGE,Atlantic-Congo,6.59,9.0,6.59,15,12,1,14,0.2,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
ALEGE_2,Atlantic-Congo,6.59,9.0,6.59,57,50,26,50,0.12280701754385964,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALEKANO,Nuclear Trans New Guinea,-6.0,145.42,6.0,39,39,12,39,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALEUT,Eskimo-Aleut,54.0,-166.0,54.0,40,32,15,39,0.2,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ALEUT_2,Eskimo-Aleut,54.0,-166.0,54.0,101,0,37,98,1.0594059405940595,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ALFENDIO_2,Arafundi,-4.78,143.34,4.78,60,26,2,58,0.5833333333333334,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALGONQUIN,Algic,46.0,-77.0,46.0,44,15,14,40,0.7272727272727273,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ALI,Atlantic-Congo,4.67,18.0,4.67,29,29,0,28,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALIACHORA_WAR_JAINTIA,Austroasiatic,24.25,91.63,24.25,82,32,7,81,0.6097560975609756,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALINGA,Atlantic-Congo,4.75,10.67,4.75,27,11,7,27,0.7037037037037037,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALLADIAN,Atlantic-Congo,5.17,-4.33,5.17,25,25,12,21,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALLADIAN_2,Atlantic-Congo,5.2,-4.58,5.2,87,87,36,82,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALLENTIAC,ISOLATE_OR_UNKNOWN__ALLENTIAC,-33.48,-68.1,33.48,42,26,2,32,0.47619047619047616,ASJP,True,True,True,True,True,,left_only,False,False,False,no_macroarea_match_by_Language_ID
ALOAPAM_ZAPOTEC,Otomanguean,17.42,-96.68,17.42,42,40,9,40,0.047619047619047616,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ALOR,Austronesian,-7.67,124.0,7.67,37,21,7,37,0.43243243243243246,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALOR_BARAHUSA_KABIR,Austronesian,-7.67,124.0,7.67,32,13,5,32,0.59375,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALOR_KALABAHI,Austronesian,-7.67,124.0,7.67,33,15,4,32,0.5454545454545454,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALSATIAN,Indo-European,48.5,7.5,48.5,37,14,4,37,0.7297297297297297,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALSEA,Alsea-Yaquina,44.67,-123.92,44.67,131,36,12,95,0.9847328244274809,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ALTAI,Turkic,51.0,87.0,51.0,27,4,3,27,0.8518518518518519,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALTA_NORTHERN,Austronesian,15.67,121.5,15.67,18,5,0,18,0.7222222222222222,ASJP,False,False,True,True,False,Papunesia,both,True,True,False,fewer_than_20_concepts
ALTA_SOUTHERN,Austronesian,15.17,121.08,15.17,23,5,4,23,0.782608695652174,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALUNE,Austronesian,-3.0,128.3,3.0,34,33,10,34,0.029411764705882353,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALUR,Nilotic,2.42,31.25,2.42,39,14,8,39,0.6666666666666666,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ALUTOR,Chukotko-Kamchatkan,61.0,165.0,61.0,115,54,15,98,0.5304347826086957,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ALU_MONO,Austronesian,-7.05,155.75,7.05,34,33,9,32,0.029411764705882353,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ALYAWARRA,Pama-Nyungan,-22.5,135.0,22.5,32,32,29,32,0.0,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
ALYAWARRA_4,Pama-Nyungan,-22.5,135.0,22.5,109,16,83,94,1.2568807339449541,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
ALYAWARR_ALYAWARA,Pama-Nyungan,-22.5,135.0,22.5,26,26,24,26,0.0,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
ALYAWARR_MACDONALDDOWNS_ALYAWARA,Pama-Nyungan,-22.5,135.0,22.5,26,26,23,26,0.0,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
AMA,Left May,-4.17,141.67,4.17,32,32,10,29,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMAHAI,Austronesian,-3.33,128.92,3.33,35,35,11,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMAHUACA,Pano-Tacanan,-10.5,-72.5,10.5,48,38,0,37,0.20833333333333334,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AMAIMON,Nuclear Trans New Guinea,-5.2,145.39,5.2,91,50,26,86,0.4725274725274725,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMAL,Sepik,-4.0,142.0,4.0,54,13,5,52,0.7592592592592593,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMAM,Kunimaipan,-7.9,146.92,7.9,69,30,19,64,0.6086956521739131,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMANAB,Border,-3.58,141.25,3.58,29,17,3,28,0.41379310344827586,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMANAYE,Tupian,-3.75,-48.67,3.75,22,22,7,20,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AMARA,Austronesian,-5.67,148.5,5.67,38,30,17,34,0.21052631578947367,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMARAKAERI,Harakmbut,-12.5,-70.5,12.5,44,16,3,39,0.7045454545454546,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AMARASI,Austronesian,-10.21,123.96,10.21,48,43,16,38,0.10416666666666667,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMARI,Austronesian,-6.3,146.2,6.3,38,10,10,38,0.7631578947368421,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMASI,Atlantic-Congo,6.0,9.58,6.0,36,26,1,36,0.2777777777777778,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMATLAN_ZAPOTEC,Otomanguean,16.18,-96.58,16.18,40,10,3,40,0.75,ASJP,False,True,True,True,True,North America,both,True,True,True,included
AMA_2,Left May,-4.17,141.67,4.17,29,24,6,29,0.1724137931034483,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMA_3,Left May,-4.17,141.67,4.17,94,94,36,94,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMA_AFRICA,Nyimang,12.17,29.33,12.17,131,73,22,100,0.4580152671755725,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMBA,Atlantic-Congo,0.81,30.0,0.81,80,80,13,80,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMBADAIRU,Yawa-Saweru,-1.75,136.25,1.75,60,37,15,60,0.38333333333333336,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAI,Austronesian,-1.5,136.3,1.5,38,27,10,38,0.3157894736842105,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH,Keram,-4.23,144.28,4.23,65,26,24,63,0.6923076923076923,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH_AGURANT,Keram,-4.25,144.25,4.25,92,33,20,90,0.6521739130434783,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH_AGURANT_2,Keram,-4.25,144.25,4.25,68,22,18,68,0.7058823529411765,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH_ARANGO,Keram,-4.25,144.25,4.25,90,33,25,89,0.6888888888888889,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH_OMBOS,Keram,-4.25,144.25,4.25,91,41,32,90,0.5934065934065934,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH_PANGIN,Keram,-4.25,144.25,4.25,91,36,28,90,0.6593406593406593,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBAKICH_YAUT,Keram,-4.25,144.25,4.25,90,34,26,90,0.6777777777777778,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBEL,Austronesian,-0.03,130.82,0.03,44,16,10,39,0.6590909090909091,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBELAU,Austronesian,-3.85,127.19,3.85,36,35,11,36,0.027777777777777776,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBELE,Atlantic-Congo,5.92,9.67,5.92,37,24,0,36,0.35135135135135137,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMBELE_2,Atlantic-Congo,5.92,9.67,5.92,38,24,0,36,0.3684210526315789,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMBLONG,Austronesian,-15.52,166.97,15.52,33,30,6,33,0.09090909090909091,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBONESE_MALAY,Austronesian,-3.83,128.2,3.83,33,18,7,33,0.45454545454545453,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBON_MALEIS,Austronesian,-3.83,128.17,3.83,43,21,7,38,0.5116279069767442,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBUL,Austronesian,-6.29,149.96,6.29,95,21,34,39,0.9263157894736842,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMBULAS,Ndu,-3.83,143.0,3.83,116,86,6,98,0.25862068965517243,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMDANG,Furan,14.5,21.17,14.5,39,24,0,37,0.41025641025641024,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMEDYA_ARAMAIC,Afro-Asiatic,37.1,43.5,37.1,42,35,7,37,0.16666666666666666,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AMELE,Nuclear Trans New Guinea,-5.25,145.58,5.25,38,23,11,35,0.39473684210526316,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMELE_2,Nuclear Trans New Guinea,-5.25,145.58,5.25,109,33,20,98,0.6972477064220184,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMGOTRO,Senagi,-3.58,141.0,3.58,38,38,6,35,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMHARIC,Afro-Asiatic,10.0,38.0,10.0,119,52,28,100,0.6218487394957983,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMHARIC_2,Afro-Asiatic,10.0,38.0,10.0,39,14,12,39,0.7435897435897436,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMHARIC_3,Afro-Asiatic,10.0,38.0,10.0,44,17,12,40,0.7272727272727273,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMI,Western Daly,-13.5,130.0,13.5,29,16,0,29,0.4482758620689655,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
AMIO_GELIMI,Austronesian,-6.19,150.5,6.19,129,62,47,39,0.5736434108527132,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMIS_NATAORAN,Austronesian,24.0,121.5,24.0,27,8,3,26,0.7037037037037037,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMIS_SAKIZAYA,Austronesian,24.03,121.53,24.03,35,5,0,35,0.8571428571428571,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMLAREM_WAR_JAINTIA,Austroasiatic,24.25,91.63,24.25,81,32,4,79,0.6049382716049383,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AMO,Atlantic-Congo,10.33,8.67,10.33,39,25,2,37,0.38461538461538464,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMONDAVA,Tupian,-11.14,-63.77,11.14,39,37,15,39,0.05128205128205128,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AMOY_MINNAN_CHINESE,Sino-Tibetan,25.0,118.0,25.0,49,29,2,40,0.42857142857142855,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AMPALE,Angan,-6.75,146.08,6.75,42,38,7,39,0.14285714285714285,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMPARI_PA,Dogon,14.22,-3.87,14.22,37,37,9,37,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
AMRI_KARBI,Sino-Tibetan,26.02,91.48,26.02,34,14,8,31,0.6470588235294118,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
AMTO,Amto-Musan,-4.08,141.33,4.08,30,29,4,29,0.03333333333333333,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
AMUESHA,Arawakan,-10.5,-75.42,10.5,45,7,16,40,0.9333333333333333,ASJP,False,True,True,True,True,South America,both,True,True,True,included
AMURDAK,Iwaidjan Proper,-12.0,133.0,12.0,35,14,8,35,0.6,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
ANAANG,Atlantic-Congo,5.0,7.58,5.0,41,16,6,39,0.6097560975609756,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ANAANG_2,Atlantic-Congo,4.94,7.59,4.94,70,20,55,52,0.7285714285714285,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ANAIWOI_BAJAU,Austronesian,-4.33,123.0,4.33,33,21,5,32,0.36363636363636365,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ANAKALANG,Austronesian,-9.75,119.5,9.75,34,33,7,33,0.029411764705882353,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ANAL,Sino-Tibetan,24.05,94.28,24.05,18,15,4,17,0.16666666666666666,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
ANAL_2,Sino-Tibetan,24.05,94.28,24.05,94,63,23,83,0.32978723404255317,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ANAMBE,Tupian,-2.63,-49.33,2.63,28,28,6,28,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
