dataset,mean,median,ci_2.5,ci_97.5,p_beta_lt_0,odds_ratio_per_1sd
ASJP,-0.18991122060544374,-0.18992579180975422,-0.20272149206432105,-0.17702068445932334,1.0,0.827020503361128
