comparison,primary_n_languages,macroarea_n_languages,languages_excluded,language_retention_rate,primary_n_families,macroarea_n_families,family_ids_not_represented,primary_unknown_or_isolate_languages,macroarea_unknown_or_isolate_languages,unknown_or_isolate_languages_excluded
primary_complete_case_minus_macroarea,10886,10626,260,0.9761161124379938,646,386,260,260,0,260
