model,parameter,mean,median,ci_2.5,ci_97.5,p_lt_0,p_gt_0
ASJP North only,beta_lat,-0.35641386650563717,-0.3564489796366766,-0.3729006316960185,-0.33947734002909724,1.0,0.0
